loan_status,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,debt_to_income_ratio,derog_pub_rec,mean_fico_scores,grade
Charged Off,15000,36 months,9.88,483.16,9,MORTGAGE,67000,Not Verified,0,0,credit_card,18.02,0,757,B
Fully Paid,6000,36 months,14.96,207.88,10 +,MORTGAGE,75000,Not Verified,0,1,debt_consolidation,16.45,0,662,D
Fully Paid,8000,36 months,10.25,259.08,3,RENT,60000,Not Verified,0,1,debt_consolidation,9.74,0,722,B
Fully Paid,5000,36 months,13.11,168.73,4,RENT,27264,Not Verified,0,1,other,8.45,0,692,C
Fully Paid,24000,36 months,12.73,805.59,2,MORTGAGE,76596,Verified,0,1,debt_consolidation,8.02,0,717,C
Fully Paid,12000,36 months,10.25,388.62,More than 1,MORTGAGE,34900,Not Verified,0,1,medical,23.66,0,732,B
Fully Paid,6800,36 months,14.59,234.37,4,OWN,19800,Not Verified,0,1,other,14.3,0,682,D
Fully Paid,8000,36 months,14.96,277.18,5,RENT,30000,Not Verified,0,0,debt_consolidation,20.72,0,667,D
Fully Paid,25000,36 months,19.04,916.95,4,RENT,110004,Verified,0,0,debt_consolidation,12.88,0,662,F
Fully Paid,5000,36 months,6.76,153.85,8,RENT,27000,Not Verified,0,1,other,9.6,0,777,A
Fully Paid,5000,36 months,11.36,164.56,10 +,RENT,59800,Not Verified,0,1,debt_consolidation,17.56,0,692,B
Fully Paid,9000,36 months,13.85,306.94,More than 1,MORTGAGE,55000,Verified,0,0,debt_consolidation,22.54,0,677,C
Fully Paid,2100,36 months,6.76,64.62,10 +,MORTGAGE,73400,Not Verified,0,0,car,2.81,0,812,A
Fully Paid,3700,36 months,6.39,113.23,3,MORTGAGE,62000,Source Verified,0,1,home_improvement,10.03,0,772,A
Fully Paid,4500,36 months,7.51,140,5,MORTGAGE,70000,Not Verified,0,0,other,16.44,0,747,A
Fully Paid,22000,36 months,10.62,716.32,10 +,RENT,72000,Source Verified,0,1,credit_card,8.77,0,737,B
Fully Paid,9250,36 months,11.36,304.43,2,MORTGAGE,54000,Source Verified,0,0,debt_consolidation,24.76,0,697,B
Fully Paid,19400,36 months,16.07,682.77,3,MORTGAGE,316800,Not Verified,0,1,debt_consolidation,7.25,0,677,D
Fully Paid,6000,36 months,10.99,196.42,10 +,MORTGAGE,75000,Not Verified,0,1,other,0.64,0,702,B
Charged Off,5500,36 months,12.73,184.62,10 +,RENT,56000,Source Verified,0,1,other,16.8,0,692,C
Charged Off,9200,36 months,9.88,296.34,unknown,RENT,22800,Not Verified,0,0,other,16.79,0,742,B
Fully Paid,5000,36 months,10.62,162.8,3,RENT,32004,Not Verified,0,0,major_purchase,24.86,0,702,B
Fully Paid,5000,36 months,15.33,174.15,unknown,OWN,28800,Verified,0,0,debt_consolidation,18.92,0,667,D
Fully Paid,6250,36 months,7.51,194.44,2,RENT,19200,Source Verified,0,1,debt_consolidation,24.25,0,737,A
Fully Paid,10000,36 months,10.25,323.85,2,MORTGAGE,61000,Verified,0,1,house,15.5,0,722,B
Fully Paid,10000,36 months,10.25,323.85,4,RENT,58100,Not Verified,0,0,major_purchase,12.93,0,777,B
Fully Paid,3600,36 months,7.51,112,3,MORTGAGE,39996,Not Verified,0,1,home_improvement,12.96,0,732,A
Fully Paid,7500,36 months,7.88,234.61,More than 1,RENT,38000,Not Verified,0,1,debt_consolidation,18.54,0,742,A
Fully Paid,18250,36 months,10.25,591.03,More than 1,RENT,42504,Not Verified,0,0,debt_consolidation,23.15,0,737,B
Fully Paid,5500,36 months,10.99,180.05,unknown,RENT,57000,Not Verified,0,1,car,18.55,0,692,B
Charged Off,25000,36 months,10.99,818.38,4,MORTGAGE,132000,Not Verified,0,0,debt_consolidation,18.51,0,757,B
Fully Paid,10000,36 months,12.73,335.67,8,MORTGAGE,39996,Verified,0,0,debt_consolidation,9.57,0,697,C
Fully Paid,10000,36 months,10.99,327.36,unknown,RENT,42000,Source Verified,0,1,debt_consolidation,13,0,722,B
Fully Paid,12000,36 months,10.25,388.62,3,RENT,69805,Not Verified,0,1,debt_consolidation,17.21,0,732,B
Fully Paid,3500,36 months,11.36,115.19,More than 1,RENT,46344,Not Verified,0,0,car,11.39,0,692,B
Fully Paid,20000,36 months,13.48,678.49,5,RENT,67000,Not Verified,0,1,wedding,23.84,0,702,C
Fully Paid,10000,36 months,15.33,348.29,4,RENT,40000,Not Verified,0,1,wedding,24.54,0,662,D
Fully Paid,21000,36 months,10.25,680.08,4,MORTGAGE,105000,Verified,0,1,credit_card,11.29,1,757,B
Fully Paid,12000,36 months,13.11,404.94,5,RENT,33504,Not Verified,0,0,debt_consolidation,20.02,0,732,C
Fully Paid,3000,36 months,10.62,97.68,More than 1,RENT,45000,Not Verified,0,1,other,2.48,0,742,B
Fully Paid,6500,36 months,7.51,202.22,6,MORTGAGE,92052,Not Verified,0,1,debt_consolidation,16.57,0,737,A
Fully Paid,24000,36 months,10.99,785.65,2,MORTGAGE,65000,Verified,0,1,debt_consolidation,11.1,0,747,B
Fully Paid,7000,36 months,7.51,217.77,3,RENT,28800,Source Verified,0,0,debt_consolidation,15.58,0,747,A
Fully Paid,2000,36 months,11.36,65.83,4,RENT,132444,Verified,0,1,educational,8.89,0,682,B
Fully Paid,9800,36 months,12.73,328.95,4,MORTGAGE,93000,Verified,0,1,debt_consolidation,1.78,0,697,C
Fully Paid,7000,36 months,14.22,239.99,More than 1,RENT,36120,Verified,0,0,medical,7.04,0,672,C
Fully Paid,4000,36 months,13.48,135.7,2,RENT,28800,Not Verified,0,1,debt_consolidation,8.46,0,687,C
Fully Paid,24250,36 months,15.7,849.02,9,RENT,83004,Not Verified,0,1,debt_consolidation,11.84,0,687,D
Fully Paid,9500,36 months,10.62,309.32,9,RENT,38604,Not Verified,0,1,credit_card,16.75,0,752,B
Fully Paid,5000,36 months,10.25,161.93,7,RENT,112000,Not Verified,0,0,wedding,18.33,0,712,B
Charged Off,5000,36 months,12.73,167.84,10 +,RENT,51000,Not Verified,0,1,major_purchase,1.53,1,682,C
Fully Paid,15000,36 months,12.73,503.5,unknown,MORTGAGE,85000,Verified,0,1,other,13.02,0,702,C
Fully Paid,14000,36 months,7.88,437.93,4,MORTGAGE,81996,Not Verified,0,1,debt_consolidation,4.32,0,752,A
Fully Paid,15000,36 months,15.33,522.43,4,RENT,84000,Verified,0,1,other,6.67,0,687,D
Fully Paid,4000,36 months,14.96,138.59,10 +,RENT,31200,Not Verified,0,1,moving,13.42,0,672,D
Fully Paid,17000,36 months,7.88,531.77,5,MORTGAGE,138000,Verified,0,1,home_improvement,5.97,0,792,A
Fully Paid,6000,36 months,7.51,186.66,unknown,RENT,36000,Source Verified,0,1,major_purchase,20.97,0,757,A
Fully Paid,3000,36 months,13.48,101.78,More than 1,RENT,25000,Source Verified,0,1,credit_card,22.94,0,687,C
Fully Paid,15000,36 months,16.45,530.67,10 +,RENT,38000,Verified,0,0,debt_consolidation,7.71,0,662,E
Fully Paid,5500,36 months,13.11,185.6,4,RENT,15192,Not Verified,0,0,debt_consolidation,11.77,0,682,C
Fully Paid,5600,36 months,6.76,172.31,10 +,MORTGAGE,35375,Not Verified,0,0,debt_consolidation,4.07,0,777,A
Fully Paid,16000,36 months,13.11,539.92,10 +,RENT,108996,Verified,0,0,other,12.63,0,707,C
Fully Paid,8800,36 months,7.51,273.77,5,MORTGAGE,57996,Not Verified,0,1,other,20.73,0,792,A
Fully Paid,10000,36 months,13.11,337.45,2,MORTGAGE,83400,Verified,0,1,credit_card,20.99,0,692,C
Fully Paid,14500,36 months,13.85,494.51,10 +,MORTGAGE,153000,Not Verified,0,1,credit_card,9.11,0,682,C
Fully Paid,16200,36 months,10.25,524.64,2,RENT,42000,Not Verified,0,0,credit_card,17.43,0,742,B
Fully Paid,20000,36 months,9.88,644.21,More than 1,RENT,55000,Not Verified,0,1,major_purchase,3.34,0,802,B
Fully Paid,2000,36 months,14.22,68.57,3,RENT,19176,Not Verified,0,0,debt_consolidation,2.19,0,697,C
Fully Paid,2100,36 months,10.62,68.38,2,RENT,31632,Not Verified,0,1,debt_consolidation,1.33,0,702,B
Fully Paid,5000,36 months,15.33,174.15,3,RENT,94000,Not Verified,0,1,debt_consolidation,3.83,0,692,D
Fully Paid,3200,36 months,6.39,97.93,10 +,MORTGAGE,72000,Not Verified,0,1,major_purchase,19.33,0,782,A
Fully Paid,15000,36 months,10.62,488.4,10 +,MORTGAGE,75996,Not Verified,0,1,other,19.67,0,767,B
Fully Paid,17000,36 months,10.25,550.55,10 +,MORTGAGE,105000,Not Verified,0,1,home_improvement,6.53,0,752,B
Fully Paid,7600,36 months,14.59,261.94,10 +,RENT,51000,Not Verified,0,1,debt_consolidation,17.29,0,677,D
Fully Paid,22000,36 months,10.62,716.32,5,RENT,75000,Not Verified,0,1,debt_consolidation,15.92,0,737,B
Fully Paid,7000,36 months,7.51,217.77,2,RENT,37000,Source Verified,0,1,car,10.64,0,737,A
Fully Paid,20400,36 months,10.25,660.65,2,RENT,80004,Verified,0,1,debt_consolidation,20.38,0,747,B
Fully Paid,4800,36 months,7.14,148.51,4,RENT,62000,Not Verified,0,0,home_improvement,0.92,0,802,A
Fully Paid,12000,36 months,12.73,402.8,4,MORTGAGE,60000,Not Verified,0,1,debt_consolidation,11.16,0,697,C
Fully Paid,15000,36 months,13.48,508.87,unknown,RENT,51000,Verified,0,1,debt_consolidation,16.19,0,687,C
Fully Paid,8400,36 months,7.51,261.32,5,MORTGAGE,38000,Not Verified,0,1,debt_consolidation,2.18,0,752,A
Fully Paid,15000,36 months,12.73,503.5,2,RENT,76000,Not Verified,0,1,debt_consolidation,15.19,0,702,C
Fully Paid,10000,36 months,12.73,335.67,5,MORTGAGE,160000,Not Verified,0,1,small_business,5.63,0,692,C
Fully Paid,12000,36 months,16.82,426.74,7,RENT,55555,Not Verified,0,1,debt_consolidation,12.29,0,702,E
Fully Paid,18000,36 months,10.99,589.24,2,RENT,55344,Not Verified,0,1,debt_consolidation,18.15,0,717,B
Fully Paid,4000,36 months,14.96,138.59,unknown,RENT,36000,Not Verified,0,1,debt_consolidation,4.1,0,672,D
Fully Paid,15000,36 months,13.48,508.87,6,RENT,28896,Not Verified,0,1,debt_consolidation,6.73,1,702,C
Fully Paid,4400,36 months,7.88,137.64,2,MORTGAGE,75996,Verified,0,0,other,15.95,0,727,A
Fully Paid,20000,36 months,16.45,707.55,10 +,MORTGAGE,75000,Verified,0,1,other,10.82,0,677,E
Fully Paid,4000,36 months,7.88,125.13,2,RENT,41160,Verified,0,0,debt_consolidation,15.8,0,722,A
Fully Paid,10750,36 months,13.11,362.76,10 +,MORTGAGE,53000,Not Verified,0,1,debt_consolidation,14.02,0,687,C
Fully Paid,7000,36 months,13.11,236.22,10 +,MORTGAGE,50285,Not Verified,0,0,home_improvement,10.43,1,687,C
Fully Paid,10000,36 months,13.48,339.25,3,RENT,64600,Not Verified,0,1,debt_consolidation,6.09,0,682,C
Fully Paid,6000,36 months,6.76,184.62,4,MORTGAGE,120000,Verified,0,1,moving,8.22,0,797,A
Fully Paid,13000,36 months,13.48,441.02,6,MORTGAGE,39996,Not Verified,0,1,debt_consolidation,10.59,0,702,C
Charged Off,6000,36 months,11.36,197.47,2,RENT,46680,Not Verified,0,1,medical,6.56,0,687,B
Charged Off,12000,36 months,14.96,415.76,4,RENT,235000,Not Verified,0,1,educational,9.84,0,697,D
Charged Off,7750,36 months,16.07,272.76,unknown,MORTGAGE,60000,Not Verified,0,0,debt_consolidation,21.14,0,662,D
Fully Paid,10000,36 months,10.99,327.36,9,MORTGAGE,68004,Not Verified,0,1,debt_consolidation,12.63,0,707,B
Fully Paid,5000,36 months,9.88,161.06,3,RENT,30000,Source Verified,0,0,credit_card,8.4,1,717,B
Fully Paid,6000,36 months,10.25,194.31,8,MORTGAGE,48500,Verified,0,1,credit_card,17.81,0,727,B
Charged Off,12250,36 months,11.36,403.17,2,MORTGAGE,31000,Not Verified,0,0,debt_consolidation,19.86,0,702,B
Fully Paid,25000,36 months,10.25,809.62,10 +,MORTGAGE,84000,Not Verified,0,0,credit_card,12.23,0,802,B
Fully Paid,12000,36 months,13.48,407.09,7,MORTGAGE,120000,Source Verified,0,1,credit_card,16.17,0,707,C
Fully Paid,10000,36 months,10.62,325.6,4,RENT,48000,Not Verified,0,1,major_purchase,15.63,0,717,B
Fully Paid,25000,36 months,12.73,839.16,3,RENT,60000,Not Verified,0,1,wedding,20.64,0,722,C
Fully Paid,8000,36 months,11.36,263.29,unknown,RENT,58000,Not Verified,0,0,debt_consolidation,13.1,0,732,B
Fully Paid,14000,36 months,9.88,450.95,More than 1,RENT,42000,Source Verified,0,1,debt_consolidation,15,0,737,B
Fully Paid,9250,36 months,11.36,304.43,10 +,MORTGAGE,84000,Source Verified,0,1,credit_card,16.07,0,692,B
Fully Paid,3250,36 months,7.88,101.67,2,RENT,10000,Not Verified,0,1,other,17.52,0,737,A
Fully Paid,7000,36 months,9.88,225.48,unknown,MORTGAGE,110000,Not Verified,0,1,home_improvement,12.99,0,717,B
Fully Paid,5000,36 months,13.85,170.52,4,RENT,22800,Source Verified,0,0,debt_consolidation,2.32,0,687,C
Fully Paid,3200,36 months,9.88,103.08,5,RENT,54000,Not Verified,0,1,debt_consolidation,6.51,0,742,B
Fully Paid,7500,36 months,13.11,253.09,3,RENT,31875,Not Verified,0,1,debt_consolidation,15.47,0,682,C
Fully Paid,5400,36 months,7.88,168.92,5,MORTGAGE,78000,Not Verified,0,1,debt_consolidation,11.86,0,727,A
Fully Paid,11000,36 months,15.33,383.12,10 +,RENT,47000,Verified,0,0,debt_consolidation,24.95,1,702,D
Fully Paid,5000,36 months,13.48,169.63,6,MORTGAGE,48000,Verified,0,1,debt_consolidation,14.93,1,687,C
Fully Paid,8400,36 months,13.11,283.46,9,MORTGAGE,49641,Not Verified,0,1,other,10.95,0,677,C
Fully Paid,3600,36 months,12.73,120.84,3,RENT,35004,Not Verified,0,0,major_purchase,6.65,0,742,C
Fully Paid,10000,36 months,17.93,361.18,3,RENT,45000,Not Verified,0,1,debt_consolidation,7.71,0,672,E
Fully Paid,14400,36 months,11.36,473.92,9,OWN,53000,Not Verified,0,0,debt_consolidation,20.99,0,722,B
Fully Paid,5000,36 months,7.51,155.55,5,MORTGAGE,80748,Not Verified,0,1,other,15.14,0,742,A
Fully Paid,25000,36 months,20.53,935.83,7,MORTGAGE,165000,Verified,0,1,debt_consolidation,17.59,0,667,G
Fully Paid,11000,36 months,16.07,387.14,More than 1,RENT,45000,Not Verified,0,0,credit_card,6.24,0,677,D
Fully Paid,20000,36 months,15.33,696.57,3,RENT,65004,Verified,0,1,debt_consolidation,23.46,0,717,D
Fully Paid,8700,36 months,7.88,272.14,4,RENT,68000,Verified,0,1,credit_card,6.35,0,747,A
Charged Off,21000,36 months,16.45,742.93,9,MORTGAGE,65600,Source Verified,0,0,other,9.46,0,692,E
Fully Paid,5000,36 months,7.51,155.55,2,MORTGAGE,55000,Not Verified,0,1,debt_consolidation,7.37,0,757,A
Fully Paid,15000,36 months,10.62,488.4,9,MORTGAGE,306000,Verified,0,1,home_improvement,0.46,0,742,B
Fully Paid,5500,36 months,7.14,170.17,2,MORTGAGE,16094,Not Verified,0,1,debt_consolidation,16.25,0,752,A
Fully Paid,4000,36 months,15.7,140.05,2,OWN,15600,Not Verified,0,1,debt_consolidation,13.77,0,677,D
Fully Paid,15000,36 months,7.88,469.21,3,MORTGAGE,136625,Not Verified,0,1,debt_consolidation,2.66,0,777,A
Fully Paid,12000,36 months,16.07,422.33,More than 1,RENT,45760,Verified,0,1,debt_consolidation,12.59,0,682,D
Fully Paid,25000,36 months,16.07,879.85,3,MORTGAGE,95004,Verified,0,0,debt_consolidation,15.78,0,682,D
Charged Off,1450,36 months,9.88,46.71,10 +,MORTGAGE,35000,Not Verified,0,0,small_business,7.54,0,707,B
Fully Paid,20000,36 months,13.11,674.9,7,MORTGAGE,125000,Not Verified,0,0,debt_consolidation,11.65,0,707,C
Fully Paid,6600,36 months,10.99,216.06,4,RENT,60000,Not Verified,0,1,debt_consolidation,16.08,0,737,B
Fully Paid,12000,36 months,13.11,404.94,5,RENT,50000,Not Verified,0,1,other,6.67,0,707,C
Fully Paid,5000,36 months,11.36,164.56,9,MORTGAGE,50000,Not Verified,0,0,credit_card,12.48,1,687,B
Fully Paid,25000,36 months,10.62,814,10 +,MORTGAGE,133119,Source Verified,0,1,credit_card,19.36,0,752,B
Fully Paid,12000,36 months,10.62,390.72,unknown,RENT,37392,Source Verified,0,1,debt_consolidation,23.04,0,717,B
Fully Paid,5325,36 months,14.59,183.53,5,MORTGAGE,39300,Not Verified,0,0,moving,12.73,0,667,D
Fully Paid,25000,36 months,10.62,814,8,MORTGAGE,156600,Verified,0,1,debt_consolidation,14.45,0,747,B
Fully Paid,3000,36 months,14.59,103.4,5,RENT,48876,Not Verified,0,1,other,19.59,0,662,D
Fully Paid,12300,36 months,7.88,384.75,5,MORTGAGE,56864,Not Verified,0,1,debt_consolidation,22.14,0,747,A
Fully Paid,10500,36 months,7.51,326.65,3,RENT,29000,Not Verified,0,1,moving,7.24,0,752,A
Fully Paid,9000,36 months,14.22,308.56,3,MORTGAGE,72000,Not Verified,0,0,home_improvement,17.3,0,677,C
Charged Off,4750,36 months,14.59,163.71,3,RENT,14400,Not Verified,0,1,small_business,11.92,0,697,D
Fully Paid,10000,36 months,19.04,366.78,10 +,RENT,96000,Verified,0,1,debt_consolidation,20.77,0,667,F
Fully Paid,15000,36 months,7.88,469.21,10 +,MORTGAGE,95000,Not Verified,0,0,debt_consolidation,9.44,0,782,A
Fully Paid,4000,36 months,13.48,135.7,2,RENT,82000,Not Verified,0,1,wedding,13,0,677,C
Fully Paid,19000,36 months,10.62,618.64,2,MORTGAGE,80004,Verified,0,0,debt_consolidation,9.03,0,747,B
Fully Paid,8000,36 months,9.88,257.69,10 +,MORTGAGE,57000,Not Verified,0,0,credit_card,7.47,0,762,B
Fully Paid,10000,36 months,10.62,325.6,10 +,RENT,60132,Not Verified,0,1,other,22.07,0,777,B
Fully Paid,25000,36 months,10.62,814,3,MORTGAGE,69996,Not Verified,0,1,debt_consolidation,18.62,0,752,B
Fully Paid,9000,36 months,10.99,294.62,10 +,RENT,48960,Verified,0,0,credit_card,23.41,0,702,B
Fully Paid,17000,36 months,13.85,579.77,3,RENT,80000,Verified,0,0,debt_consolidation,15.12,0,692,C
Fully Paid,8000,36 months,10.99,261.89,10 +,MORTGAGE,89000,Verified,0,0,debt_consolidation,19.02,0,707,B
Fully Paid,5000,36 months,7.51,155.55,5,OWN,119000,Source Verified,0,1,other,5.1,0,787,A
Fully Paid,10000,36 months,11.36,329.12,5,RENT,200000,Verified,0,1,educational,8.94,0,702,B
Fully Paid,1925,36 months,10.99,63.02,5,MORTGAGE,27350,Not Verified,0,0,other,4.78,0,697,B
Charged Off,5000,36 months,14.22,171.43,unknown,RENT,16800,Not Verified,0,1,major_purchase,4.43,0,707,C
Fully Paid,8000,36 months,11.36,263.29,10 +,RENT,46000,Not Verified,0,1,debt_consolidation,4.54,0,697,B
Fully Paid,25000,36 months,10.99,818.38,6,MORTGAGE,75000,Verified,0,1,debt_consolidation,14.48,0,752,B
Fully Paid,5200,36 months,13.48,176.41,10 +,RENT,39000,Not Verified,0,1,other,14.74,0,677,C
Fully Paid,1500,36 months,10.62,48.84,3,MORTGAGE,38000,Not Verified,0,1,home_improvement,15.16,0,697,B
Fully Paid,4200,36 months,7.14,129.95,10 +,MORTGAGE,45000,Not Verified,0,1,debt_consolidation,1.45,0,812,A
Fully Paid,25000,36 months,14.96,866.16,7,MORTGAGE,101000,Verified,0,0,debt_consolidation,14.71,0,702,D
Fully Paid,16000,36 months,14.22,548.55,2,RENT,91000,Source Verified,0,0,debt_consolidation,14.57,1,677,C
Fully Paid,23500,36 months,11.36,773.42,5,RENT,78200,Not Verified,0,1,wedding,16.1,0,732,B
Fully Paid,5000,36 months,13.48,169.63,10 +,RENT,52000,Not Verified,0,1,credit_card,22.75,1,677,C
Fully Paid,15000,36 months,11.36,493.67,More than 1,RENT,65000,Source Verified,0,1,other,14.66,0,707,B
Fully Paid,14000,36 months,14.22,479.98,3,RENT,85332,Source Verified,0,1,debt_consolidation,19.36,0,702,C
Fully Paid,20000,36 months,9.88,644.21,unknown,MORTGAGE,70000,Verified,0,1,debt_consolidation,14.45,0,772,B
Fully Paid,10000,36 months,12.73,335.67,5,MORTGAGE,48000,Not Verified,0,1,wedding,14.55,0,697,C
Charged Off,16000,36 months,13.48,542.79,2,MORTGAGE,124800,Not Verified,0,0,debt_consolidation,11.1,1,702,C
Fully Paid,10000,36 months,15.33,348.29,4,RENT,37800,Not Verified,0,0,debt_consolidation,5.4,0,687,D
Fully Paid,24000,36 months,10.62,781.44,2,MORTGAGE,43300,Verified,0,0,credit_card,20.62,0,767,B
Fully Paid,21000,36 months,11.36,691.14,10 +,MORTGAGE,80000,Verified,0,0,debt_consolidation,8.5,0,722,B
Charged Off,1500,36 months,13.48,50.89,3,OWN,48000,Not Verified,0,0,other,0.63,0,692,C
Fully Paid,5000,36 months,9.88,161.06,4,MORTGAGE,45432,Not Verified,0,0,credit_card,16.9,0,717,B
Fully Paid,1500,36 months,12.73,50.35,unknown,RENT,9600,Source Verified,0,1,other,8.25,0,682,C
Fully Paid,12000,36 months,11.36,394.94,8,RENT,54000,Not Verified,0,0,debt_consolidation,8.42,0,742,B
Fully Paid,11000,36 months,7.51,342.21,2,RENT,47900,Verified,0,1,other,12.88,0,762,A
Fully Paid,4000,36 months,7.88,125.13,5,RENT,50000,Not Verified,0,1,vacation,11.69,0,772,A
Fully Paid,4000,36 months,17.93,144.47,2,RENT,32000,Not Verified,0,1,major_purchase,3.49,0,672,E
Fully Paid,11000,36 months,12.73,369.23,3,RENT,48000,Not Verified,0,1,debt_consolidation,17.55,0,697,C
Fully Paid,8000,36 months,10.62,260.48,10 +,MORTGAGE,143485,Verified,0,0,major_purchase,19.05,0,707,B
Fully Paid,8000,36 months,7.88,250.25,8,RENT,60000,Not Verified,0,0,medical,7.48,0,757,A
Charged Off,3500,36 months,10.25,113.35,unknown,MORTGAGE,54000,Not Verified,0,1,other,21.69,0,712,B
Fully Paid,10000,36 months,13.85,341.04,More than 1,MORTGAGE,60000,Not Verified,0,1,wedding,21.52,0,707,C
Fully Paid,16750,36 months,9.88,539.53,5,MORTGAGE,40056,Not Verified,0,1,credit_card,10.25,0,752,B
Fully Paid,3000,36 months,6.39,91.81,10 +,MORTGAGE,70000,Not Verified,0,1,other,8.37,0,807,A
Fully Paid,12000,36 months,7.88,375.37,unknown,MORTGAGE,50000,Not Verified,0,1,debt_consolidation,19.75,0,747,A
Fully Paid,4000,36 months,14.22,137.14,unknown,RENT,23000,Source Verified,0,1,other,24.73,0,697,C
Fully Paid,13200,36 months,7.88,412.9,unknown,RENT,44248,Verified,0,1,wedding,6.16,0,757,A
Fully Paid,9975,36 months,13.11,336.61,2,RENT,46000,Not Verified,0,1,medical,6.87,0,702,C
Fully Paid,7000,36 months,18.3,254.13,5,RENT,40320,Source Verified,0,0,debt_consolidation,6.82,0,667,F
Fully Paid,12000,36 months,14.96,415.76,9,MORTGAGE,102031,Not Verified,0,0,home_improvement,13.23,0,677,D
Charged Off,10000,36 months,13.11,337.45,5,RENT,40000,Verified,0,1,small_business,17.07,0,707,C
Fully Paid,25000,36 months,12.73,839.16,3,MORTGAGE,90000,Verified,0,1,debt_consolidation,15.55,0,732,C
Fully Paid,10000,36 months,14.59,344.65,10 +,MORTGAGE,120000,Not Verified,0,1,wedding,9.7,0,672,D
Charged Off,15000,36 months,12.73,503.5,unknown,RENT,49439,Not Verified,0,1,debt_consolidation,18.96,1,702,C
Fully Paid,15000,36 months,9.88,483.16,10 +,MORTGAGE,61000,Not Verified,0,1,other,8.48,0,762,B
Fully Paid,8200,36 months,13.11,276.71,9,RENT,55000,Not Verified,0,1,car,15.88,0,682,C
Fully Paid,8000,36 months,16.07,281.56,4,MORTGAGE,53000,Not Verified,0,1,home_improvement,19.15,0,682,D
Fully Paid,15000,36 months,13.85,511.56,5,RENT,90000,Not Verified,0,1,debt_consolidation,15.68,0,682,C
Fully Paid,12000,36 months,10.62,390.72,5,RENT,78000,Source Verified,0,1,debt_consolidation,10.88,0,717,B
Fully Paid,10000,36 months,9.88,322.11,8,MORTGAGE,40000,Not Verified,0,1,major_purchase,15.21,0,732,B
Fully Paid,5000,36 months,16.07,175.97,2,RENT,28000,Not Verified,0,1,debt_consolidation,7.8,0,672,D
Fully Paid,2100,36 months,6.39,64.27,More than 1,RENT,40000,Not Verified,0,1,small_business,1.53,0,772,A
Charged Off,16000,36 months,13.11,539.92,10 +,MORTGAGE,43200,Not Verified,0,1,debt_consolidation,22.97,0,702,C
Fully Paid,7500,36 months,14.59,258.49,unknown,RENT,25400,Not Verified,0,1,debt_consolidation,11.81,0,682,D
Fully Paid,14500,36 months,7.51,451.09,10 +,MORTGAGE,97600,Not Verified,0,0,medical,19.56,0,802,A
Fully Paid,10000,36 months,11.36,329.12,4,OWN,55000,Source Verified,0,0,debt_consolidation,1.53,0,702,B
Fully Paid,15500,36 months,16.45,548.36,2,MORTGAGE,415000,Not Verified,0,1,credit_card,0.68,0,662,E
Fully Paid,22750,36 months,11.36,748.73,5,RENT,58600,Not Verified,0,1,debt_consolidation,24.66,0,727,B
Fully Paid,12000,36 months,10.25,388.62,unknown,RENT,48645,Not Verified,0,0,debt_consolidation,13.64,0,732,B
Fully Paid,7000,36 months,7.51,217.77,4,RENT,80000,Source Verified,0,1,major_purchase,14.88,1,737,A
Fully Paid,8000,36 months,16.45,283.02,10 +,MORTGAGE,72000,Not Verified,0,0,debt_consolidation,18.93,0,682,E
Fully Paid,10000,36 months,17.93,361.18,3,RENT,72000,Not Verified,0,1,debt_consolidation,4.97,0,672,E
Fully Paid,14000,36 months,14.59,482.51,6,RENT,60000,Not Verified,0,1,debt_consolidation,19.26,0,692,D
Fully Paid,2500,36 months,6.39,76.51,5,MORTGAGE,92500,Not Verified,0,1,major_purchase,5.29,0,797,A
Charged Off,25000,36 months,11.36,822.78,10 +,MORTGAGE,82000,Verified,0,0,debt_consolidation,17.15,0,727,B
Fully Paid,8000,36 months,14.22,274.28,2,MORTGAGE,134000,Verified,0,1,debt_consolidation,17.54,0,672,C
Fully Paid,5000,36 months,7.51,155.55,4,MORTGAGE,40000,Not Verified,0,0,small_business,17.52,0,777,A
Fully Paid,4750,36 months,10.62,154.66,10 +,RENT,24000,Not Verified,0,1,home_improvement,24.9,0,702,B
Fully Paid,3000,36 months,15.33,104.49,More than 1,RENT,25000,Not Verified,0,0,major_purchase,0.72,0,662,D
Fully Paid,5600,36 months,10.25,181.36,6,OWN,40000,Source Verified,0,1,major_purchase,12.9,0,707,B
Fully Paid,16800,36 months,13.11,566.92,4,RENT,103000,Not Verified,0,0,educational,24.52,0,702,C
Fully Paid,4000,36 months,11.36,131.65,More than 1,RENT,21000,Source Verified,0,1,debt_consolidation,22.92,0,702,B
Fully Paid,7500,36 months,11.36,246.84,4,MORTGAGE,31600,Not Verified,0,0,other,5.16,1,712,B
Fully Paid,25000,36 months,16.45,884.44,10 +,MORTGAGE,73163.68,Verified,0,1,other,17.94,1,682,E
Fully Paid,25000,36 months,10.62,814,7,MORTGAGE,59000,Not Verified,0,1,home_improvement,0.53,0,802,B
Fully Paid,7000,36 months,14.59,241.26,2,OWN,35000,Source Verified,0,1,major_purchase,8.71,0,672,D
Fully Paid,6400,36 months,9.88,206.15,8,MORTGAGE,90000,Not Verified,0,1,other,13.68,0,717,B
